id,nombre,precio,cantidad,en_stock,fecha_ingreso
10904,Escaner Modelo 349,894.33,36,si,2025-05-11
10905,Router Modelo 312,108.13,44,si,2025-05-20
10906,Adaptador Bluetooth Modelo 325,1574.75,14,si,2025-04-14
10907,Procesador Modelo 231,284.87,45,si,2025-07-18
10908,Smartphone Modelo 872,563.6,15,si,2025-04-06
10909,Tarjeta Madre Modelo 761,325.46,36,si,2025-02-17
10910,Escaner Modelo 466,1685.37,10,si,2025-04-22
10911,Smartwatch Modelo 264,535.87,33,si,2025-07-13
10912,Tarjeta de Video Modelo 567,1677.74,2,si,2025-02-20
10913,Auriculares Modelo 331,294.73,35,si,2025-03-01
10914,Fuente de Poder Modelo 493,1661.14,24,si,2025-02-15
10915,Tablet Modelo 655,1667.65,7,si,2025-05-21
10916,Disco Duro Modelo 254,815.55,44,si,2025-03-19
10917,Escaner Modelo 156,1550.97,30,si,2025-06-20
10918,Cable HDMI Modelo 778,1856.5,32,si,2025-05-07
10919,Disco Duro Modelo 530,824.1,49,si,2025-06-05
10920,Tablet Modelo 331,591.51,42,si,2025-06-25
10921,Laptop Modelo 243,1090.36,26,si,2025-06-29
10922,Camara IP Modelo 435,1298.33,48,si,2025-02-24
10923,Proyector Modelo 971,418.81,14,si,2025-05-09
10924,Cable HDMI Modelo 626,177.57,42,si,2025-01-31
10925,Procesador Modelo 135,1182.64,23,si,2025-02-18
10926,Camara IP Modelo 368,426.63,36,si,2025-04-21
10927,Proyector Modelo 686,990.24,20,si,2025-04-24
10928,Smartphone Modelo 348,1699.75,15,si,2025-03-23
10929,Teclado Modelo 788,1557.44,38,si,2025-06-01
10930,Consola de Juegos Modelo 228,936.94,25,si,2025-03-07
10931,Auriculares Modelo 344,419.06,25,si,2025-01-26
10932,Escaner Modelo 531,1192.08,22,si,2025-06-17
10933,Case Modelo 559,622.05,25,si,2025-05-23
10934,Fuente de Poder Modelo 224,1951.75,38,si,2025-03-19
10935,Tarjeta de Video Modelo 939,1594.23,2,si,2025-03-10
10936,Case Modelo 223,1774.06,2,si,2025-07-16
10937,Procesador Modelo 419,843.69,17,si,2025-01-29
10938,Smartphone Modelo 239,1560.56,8,si,2025-01-29
10939,Proyector Modelo 616,847.46,43,si,2025-04-23
10940,Parlantes Modelo 915,1966.7,38,si,2025-06-23
10941,Smartphone Modelo 988,902.58,44,si,2025-01-26
10942,Laptop Modelo 157,1386.76,7,si,2025-03-23
10943,Router Modelo 784,1006.6,45,si,2025-03-29
10944,Smartwatch Modelo 597,1197.43,33,si,2025-07-07
10945,SSD Externo Modelo 945,968.82,25,si,2025-06-21
10946,Adaptador Bluetooth Modelo 420,1263.63,8,si,2025-04-22
10947,Tablet Modelo 898,1483.1,4,si,2025-03-26
10948,Disco Duro Modelo 628,1342.52,40,si,2025-07-10
10949,Memoria RAM Modelo 611,1803.16,36,si,2025-05-30
10950,Procesador Modelo 107,1426.11,38,si,2025-04-25
10951,Camara IP Modelo 198,1046.36,6,si,2025-05-13
10952,Smartphone Modelo 787,349.18,41,si,2025-06-29
10953,Webcam Modelo 742,1423.31,46,si,2025-06-24
10954,Fuente de Poder Modelo 900,987.04,1,si,2025-06-22
10955,Monitor Modelo 568,357.43,43,si,2025-04-24
10956,Adaptador Bluetooth Modelo 613,1939.95,19,si,2025-02-01
10957,Proyector Modelo 822,1839.02,37,si,2025-06-16
10958,Tarjeta Madre Modelo 129,772.29,31,si,2025-03-22
10959,Fuente de Poder Modelo 180,915.95,39,si,2025-03-21
10960,Laptop Modelo 739,1431.88,23,si,2025-03-24
10961,SSD Externo Modelo 705,1118.57,45,si,2025-07-06
10962,Disco Duro Modelo 935,16.35,45,si,2025-04-14
10963,Parlantes Modelo 939,41.01,44,si,2025-03-25
10964,Escaner Modelo 905,1723.17,21,si,2025-02-06
10965,Monitor Modelo 546,680.45,18,si,2025-02-18
10966,Cooler Modelo 413,1663.26,35,si,2025-06-26
10967,Tarjeta Madre Modelo 599,1545.97,42,si,2025-03-19
10968,Mouse Modelo 856,1012.26,0,no,2025-05-16
10969,Monitor Modelo 539,1125.96,4,si,2025-04-20
10970,Tablet Modelo 689,1112.3,27,si,2025-05-19
10971,Teclado Modelo 310,176.74,5,si,2025-02-22
10972,Fuente de Poder Modelo 244,914.89,12,si,2025-04-02
10973,Adaptador Bluetooth Modelo 467,632.49,5,si,2025-05-04
10974,Tarjeta Madre Modelo 444,329.1,7,si,2025-07-19
10975,Smartwatch Modelo 722,553.17,31,si,2025-05-23
10976,Tarjeta de Video Modelo 278,1319.48,1,si,2025-06-01
10977,Cable HDMI Modelo 504,335.9,44,si,2025-02-23
10978,SSD Externo Modelo 367,1954.26,6,si,2025-03-21
10979,Teclado Modelo 635,1878.27,23,si,2025-04-28
10980,Camara IP Modelo 872,345.73,11,si,2025-07-13
10981,Escaner Modelo 849,678.93,49,si,2025-02-19
10982,Camara IP Modelo 213,1747.32,18,si,2025-06-04
10983,Auriculares Modelo 377,1798.02,49,si,2025-05-31
10984,Microfono Modelo 573,1125.19,48,si,2025-07-16
10985,Disco Duro Modelo 982,1106.02,46,si,2025-03-24
10986,Webcam Modelo 736,1002.44,45,si,2025-05-20
10987,Tablet Modelo 977,809.73,30,si,2025-02-07
10988,Cooler Modelo 293,1460.32,9,si,2025-02-28
10989,Proyector Modelo 378,1481.36,17,si,2025-03-15
10990,Proyector Modelo 375,72.08,19,si,2025-03-20
10991,Tablet Modelo 872,99.2,29,si,2025-05-16
10992,Mouse Modelo 610,660.05,32,si,2025-03-13
10993,Router Modelo 171,154.1,48,si,2025-02-25
10994,Parlantes Modelo 483,796.81,47,si,2025-05-05
10995,Microfono Modelo 376,1864.46,48,si,2025-06-25
10996,Teclado Modelo 332,1891.72,22,si,2025-04-04
10997,Cable HDMI Modelo 871,152.9,31,si,2025-04-08
10998,Teclado Modelo 111,1017.22,26,si,2025-04-08
10999,Mouse Modelo 842,424.56,35,si,2025-06-24
11000,Tablet Modelo 576,444.32,50,si,2025-01-29
11001,Smartwatch Modelo 404,1004.89,26,si,2025-06-24
11002,Mouse Modelo 116,475.03,7,si,2025-03-20
11003,Memoria RAM Modelo 992,490.44,15,si,2025-05-06
11004,SSD Externo Modelo 427,727.7,10,si,2025-03-09
11005,Tarjeta de Video Modelo 194,167.14,40,si,2025-02-10
11006,Consola de Juegos Modelo 168,1402.15,23,si,2025-03-21
11007,Consola de Juegos Modelo 901,396.21,20,si,2025-04-25
11008,Microfono Modelo 364,915.96,17,si,2025-02-21
11009,Router Modelo 107,1612.05,3,si,2025-04-26
11010,Impresora Modelo 404,875.82,23,si,2025-05-08
11011,Tarjeta de Video Modelo 365,1636.57,29,si,2025-02-12
11012,Consola de Juegos Modelo 164,995.02,17,si,2025-06-04
11013,Cooler Modelo 902,418.47,7,si,2025-02-27
11014,Router Modelo 455,869.92,5,si,2025-02-25
11015,Camara IP Modelo 876,1037.72,22,si,2025-05-15
11016,Proyector Modelo 450,1464.55,12,si,2025-03-26
11017,Laptop Modelo 729,1837.29,7,si,2025-05-17
11018,Cable HDMI Modelo 677,1991.59,11,si,2025-05-08
11019,Laptop Modelo 789,253.69,17,si,2025-06-24
11020,Mouse Modelo 854,832.96,35,si,2025-06-05
11021,Memoria RAM Modelo 502,1231.7,11,si,2025-04-02
11022,Teclado Modelo 310,306.77,21,si,2025-07-20
11023,Escaner Modelo 775,356.26,31,si,2025-05-10
11024,Parlantes Modelo 864,1685.58,46,si,2025-01-28
11025,Consola de Juegos Modelo 635,397.35,13,si,2025-03-04
11026,Joystick Modelo 571,1065.05,7,si,2025-03-22
11027,Auriculares Modelo 662,313.91,46,si,2025-03-01
11028,Procesador Modelo 120,1946.05,48,si,2025-06-29
11029,Case Modelo 659,1189.1,41,si,2025-05-15
11030,Tarjeta de Video Modelo 257,1256.05,25,si,2025-05-27
11031,Fuente de Poder Modelo 778,81.69,24,si,2025-06-16
11032,Laptop Modelo 777,15.42,8,si,2025-02-25
11033,Tarjeta de Video Modelo 851,425.72,20,si,2025-03-08
11034,Smartwatch Modelo 589,1639.33,20,si,2025-07-01
11035,Webcam Modelo 947,1528.97,26,si,2025-02-11
11036,Smartphone Modelo 351,1716.35,35,si,2025-03-01
11037,Parlantes Modelo 553,1309.86,41,si,2025-04-21
11038,Router Modelo 716,1451.23,49,si,2025-03-30
11039,Disco Duro Modelo 683,1243.46,29,si,2025-02-04
11040,Tablet Modelo 686,312.92,40,si,2025-03-25
11041,Camara IP Modelo 923,500.56,31,si,2025-03-08
11042,Monitor Modelo 151,1012.66,14,si,2025-07-05
11043,Disco Duro Modelo 921,600.96,16,si,2025-06-10
11044,Impresora Modelo 624,1575.63,1,si,2025-07-20
11045,Router Modelo 420,1470.9,10,si,2025-02-13
11046,Smartphone Modelo 637,431.79,10,si,2025-06-01
11047,Tablet Modelo 316,791.69,8,si,2025-07-05
11048,Proyector Modelo 870,714.5,45,si,2025-04-06
11049,Case Modelo 569,1755.41,13,si,2025-05-01
11050,Memoria RAM Modelo 145,796.84,6,si,2025-04-20
11051,Router Modelo 263,795.08,38,si,2025-02-22
11052,Tarjeta Madre Modelo 964,244.66,21,si,2025-03-08
11053,Fuente de Poder Modelo 720,1522.36,40,si,2025-03-02
11054,Hub USB Modelo 285,109.52,16,si,2025-05-07
11055,Smartphone Modelo 282,500.85,40,si,2025-02-19
11056,Procesador Modelo 490,1511.21,24,si,2025-02-05
11057,Auriculares Modelo 801,812.2,38,si,2025-03-21
11058,Mouse Modelo 741,1035.47,40,si,2025-01-28
11059,Fuente de Poder Modelo 905,769.62,28,si,2025-02-20
11060,Microfono Modelo 922,1101.46,18,si,2025-03-07
11061,Disco Duro Modelo 724,1719.04,39,si,2025-06-13
11062,Auriculares Modelo 844,1162.66,12,si,2025-05-01
11063,Smartphone Modelo 823,215.86,43,si,2025-05-13
11064,Monitor Modelo 554,734.02,19,si,2025-07-21
11065,Procesador Modelo 849,541.6,33,si,2025-01-26
11066,Consola de Juegos Modelo 305,1865.38,40,si,2025-03-19
11067,Smartwatch Modelo 100,1297.5,19,si,2025-05-21
11068,Hub USB Modelo 318,1043.79,43,si,2025-03-11
11069,Procesador Modelo 539,290.07,20,si,2025-01-28
11070,Consola de Juegos Modelo 582,856.9,9,si,2025-02-28
11071,Tarjeta Madre Modelo 367,862.83,9,si,2025-06-14
11072,Tarjeta de Video Modelo 565,883.61,31,si,2025-01-26
11073,Smartwatch Modelo 414,811.85,0,no,2025-03-07
11074,Hub USB Modelo 331,389.19,14,si,2025-07-24
11075,Auriculares Modelo 180,1624.66,40,si,2025-04-09
11076,Joystick Modelo 653,1806.61,24,si,2025-02-05
11077,Laptop Modelo 680,1899.12,16,si,2025-06-22
11078,Case Modelo 934,1381.34,25,si,2025-01-25
11079,Impresora Modelo 520,1880.84,9,si,2025-01-26
11080,Teclado Modelo 668,1474.72,40,si,2025-05-27
11081,Proyector Modelo 335,355.64,20,si,2025-05-02
11082,Tablet Modelo 435,268.77,19,si,2025-03-12
11083,Joystick Modelo 317,1009.94,1,si,2025-05-15
11084,Memoria RAM Modelo 530,1255.55,23,si,2025-04-24
11085,Hub USB Modelo 491,844.28,18,si,2025-06-03
11086,Tarjeta de Video Modelo 400,229.59,32,si,2025-01-29
11087,Fuente de Poder Modelo 100,1047.99,16,si,2025-01-26
11088,Camara IP Modelo 115,1075.53,1,si,2025-06-22
11089,Teclado Modelo 869,738.17,21,si,2025-03-21
11090,Escaner Modelo 385,80.13,9,si,2025-05-28
11091,Parlantes Modelo 201,1858.86,0,no,2025-01-31
11092,Hub USB Modelo 199,1899.15,22,si,2025-05-04
11093,Tarjeta de Video Modelo 179,1813.59,14,si,2025-04-29
11094,Smartphone Modelo 685,198.89,21,si,2025-02-04
11095,Impresora Modelo 676,352.12,25,si,2025-05-20
11096,Laptop Modelo 460,757.9,35,si,2025-02-05
11097,Joystick Modelo 872,635.2,3,si,2025-06-07
11098,Auriculares Modelo 442,1815.26,22,si,2025-05-02
11099,Tarjeta de Video Modelo 722,1404.97,50,si,2025-06-01
11100,Hub USB Modelo 142,1705.84,14,si,2025-04-10
11101,Tarjeta Madre Modelo 871,575.96,17,si,2025-03-03
11102,Tablet Modelo 867,384.36,45,si,2025-05-25
11103,Mouse Modelo 347,992.58,26,si,2025-02-09
11104,Adaptador Bluetooth Modelo 603,1030.7,1,si,2025-07-24
11105,Adaptador Bluetooth Modelo 125,1358.0,41,si,2025-05-14
11106,Procesador Modelo 377,587.24,29,si,2025-02-04
11107,Adaptador Bluetooth Modelo 985,504.49,42,si,2025-06-16
11108,Cable HDMI Modelo 431,156.29,26,si,2025-06-10
11109,Procesador Modelo 877,169.68,22,si,2025-02-27
11110,Memoria RAM Modelo 830,862.21,0,no,2025-04-28
11111,Escaner Modelo 172,986.87,49,si,2025-07-19
11112,Smartwatch Modelo 977,838.17,1,si,2025-03-31
11113,Microfono Modelo 159,1579.11,26,si,2025-05-21
11114,Proyector Modelo 815,1709.35,39,si,2025-03-30
11115,Cooler Modelo 840,1403.7,43,si,2025-01-25
11116,Auriculares Modelo 598,959.06,7,si,2025-07-07
11117,Webcam Modelo 525,1537.67,47,si,2025-07-22
11118,Tarjeta de Video Modelo 446,769.33,21,si,2025-02-05
11119,Procesador Modelo 998,1923.61,13,si,2025-02-05
11120,Microfono Modelo 863,1176.94,13,si,2025-02-28
11121,Memoria RAM Modelo 257,242.29,37,si,2025-06-04
11122,Case Modelo 843,1661.8,19,si,2025-02-16
11123,Tablet Modelo 585,975.53,38,si,2025-06-27
11124,Cable HDMI Modelo 493,1341.09,49,si,2025-03-18
11125,Tarjeta Madre Modelo 825,1728.6,44,si,2025-06-02
11126,Monitor Modelo 493,1743.65,12,si,2025-02-26
11127,Procesador Modelo 516,255.21,43,si,2025-06-06
11128,Tarjeta Madre Modelo 337,1672.0,12,si,2025-04-14
11129,Laptop Modelo 597,1812.9,6,si,2025-02-23
11130,Monitor Modelo 102,1299.63,40,si,2025-02-04
11131,Fuente de Poder Modelo 456,1016.39,21,si,2025-02-10
11132,Escaner Modelo 670,703.92,36,si,2025-03-02
11133,Cooler Modelo 210,1095.44,46,si,2025-07-21
11134,Adaptador Bluetooth Modelo 477,1686.84,17,si,2025-05-17
11135,Impresora Modelo 836,492.16,9,si,2025-06-16
11136,Auriculares Modelo 274,932.88,39,si,2025-04-21
11137,Parlantes Modelo 629,1857.99,16,si,2025-02-14
11138,Fuente de Poder Modelo 275,580.16,12,si,2025-04-25
11139,Procesador Modelo 332,1651.51,29,si,2025-05-28
11140,Router Modelo 798,1382.16,24,si,2025-02-16
11141,Consola de Juegos Modelo 975,384.46,12,si,2025-07-19
11142,Tarjeta Madre Modelo 322,1886.87,7,si,2025-02-25
11143,Joystick Modelo 129,258.95,3,si,2025-02-25
11144,Auriculares Modelo 108,1287.95,20,si,2025-04-16
11145,Case Modelo 882,1095.2,11,si,2025-02-21
11146,Monitor Modelo 910,330.42,0,no,2025-05-08
11147,Procesador Modelo 727,525.75,41,si,2025-04-28
11148,Mouse Modelo 436,986.29,33,si,2025-05-13
11149,Auriculares Modelo 413,1887.26,2,si,2025-03-02
11150,Monitor Modelo 853,384.22,38,si,2025-06-19
11151,Auriculares Modelo 156,478.43,28,si,2025-01-27
11152,Joystick Modelo 798,1767.2,31,si,2025-07-03
11153,Camara IP Modelo 496,448.1,43,si,2025-06-12
11154,Case Modelo 131,1323.56,21,si,2025-02-28
11155,Impresora Modelo 845,1691.51,32,si,2025-07-08
11156,Impresora Modelo 606,1690.52,28,si,2025-06-10
11157,Disco Duro Modelo 157,73.55,17,si,2025-03-27
11158,Router Modelo 495,1743.25,47,si,2025-02-26
11159,Parlantes Modelo 728,536.34,8,si,2025-02-07
11160,Teclado Modelo 994,443.32,45,si,2025-04-16
11161,Mouse Modelo 829,1956.67,8,si,2025-03-08
11162,Tarjeta Madre Modelo 698,745.25,39,si,2025-04-02
11163,Cable HDMI Modelo 855,446.48,13,si,2025-04-26
11164,Microfono Modelo 616,1133.1,48,si,2025-06-30
11165,Joystick Modelo 432,1926.15,18,si,2025-07-02
11166,Mouse Modelo 595,735.94,31,si,2025-04-25
11167,Case Modelo 601,1248.58,42,si,2025-03-11
11168,Laptop Modelo 547,1450.82,13,si,2025-07-07
11169,Tablet Modelo 535,875.48,19,si,2025-02-23
11170,Joystick Modelo 863,418.7,18,si,2025-06-17
11171,Escaner Modelo 658,1531.95,22,si,2025-07-07
11172,Teclado Modelo 220,1201.0,42,si,2025-01-31
11173,Tarjeta de Video Modelo 148,969.64,37,si,2025-02-25
11174,Disco Duro Modelo 538,842.32,44,si,2025-05-20
11175,Joystick Modelo 879,1903.29,13,si,2025-05-21
11176,Procesador Modelo 408,429.77,25,si,2025-03-25
11177,Adaptador Bluetooth Modelo 713,72.85,10,si,2025-06-15
11178,Auriculares Modelo 228,1344.07,41,si,2025-05-09
11179,Router Modelo 788,1496.4,33,si,2025-06-26
11180,Mouse Modelo 268,486.21,48,si,2025-05-28
11181,Adaptador Bluetooth Modelo 674,1506.81,12,si,2025-02-26
11182,Memoria RAM Modelo 859,1243.64,6,si,2025-02-08
11183,Microfono Modelo 648,1071.71,18,si,2025-05-01
11184,Camara IP Modelo 494,18.89,39,si,2025-05-29
11185,Impresora Modelo 105,1221.3,32,si,2025-03-31
11186,Teclado Modelo 138,239.31,5,si,2025-07-08
11187,Disco Duro Modelo 538,932.81,18,si,2025-03-25
11188,Cable HDMI Modelo 578,1301.62,24,si,2025-06-13
11189,Memoria RAM Modelo 154,619.86,4,si,2025-05-23
11190,Fuente de Poder Modelo 270,1980.39,20,si,2025-06-05
11191,Cable HDMI Modelo 969,719.18,1,si,2025-05-11
11192,Procesador Modelo 151,960.8,3,si,2025-05-16
11193,Proyector Modelo 849,215.64,25,si,2025-02-16
11194,Fuente de Poder Modelo 597,248.22,5,si,2025-06-07
11195,Teclado Modelo 924,876.79,39,si,2025-02-28
11196,Hub USB Modelo 600,1959.63,19,si,2025-02-22
11197,SSD Externo Modelo 800,1399.02,27,si,2025-04-18
11198,Webcam Modelo 608,1715.42,1,si,2025-02-19
11199,Tarjeta Madre Modelo 176,41.21,9,si,2025-05-27
11200,Tarjeta Madre Modelo 729,733.51,7,si,2025-07-04
11201,Tarjeta Madre Modelo 746,1460.64,27,si,2025-02-28
11202,Disco Duro Modelo 863,1301.26,39,si,2025-04-02
11203,Webcam Modelo 589,159.55,18,si,2025-06-18
11204,Teclado Modelo 726,1044.45,29,si,2025-05-01
11205,Camara IP Modelo 613,1790.39,32,si,2025-04-27
11206,Mouse Modelo 885,1160.39,1,si,2025-02-11
11207,Memoria RAM Modelo 972,1295.68,29,si,2025-03-25
11208,Adaptador Bluetooth Modelo 335,986.41,37,si,2025-02-17
11209,Webcam Modelo 841,1480.63,25,si,2025-02-20
11210,Case Modelo 301,1776.72,11,si,2025-03-05
11211,Auriculares Modelo 693,165.15,8,si,2025-05-31
11212,Consola de Juegos Modelo 772,1315.75,26,si,2025-07-11
11213,Webcam Modelo 763,930.82,7,si,2025-06-03
11214,Cable HDMI Modelo 989,1574.67,39,si,2025-02-22
11215,Adaptador Bluetooth Modelo 731,100.13,47,si,2025-07-04
11216,Camara IP Modelo 593,45.06,22,si,2025-06-20
11217,Tablet Modelo 449,1125.7,19,si,2025-07-04
11218,Impresora Modelo 817,1509.19,40,si,2025-07-20
11219,Microfono Modelo 309,699.16,36,si,2025-05-07
11220,Mouse Modelo 531,346.87,45,si,2025-03-14
11221,Escaner Modelo 341,654.59,18,si,2025-04-25
11222,Cable HDMI Modelo 191,1166.64,4,si,2025-06-04
11223,Teclado Modelo 145,1300.64,1,si,2025-02-21
11224,Camara IP Modelo 413,1210.87,8,si,2025-07-22
11225,Procesador Modelo 620,1525.91,1,si,2025-02-20
11226,Auriculares Modelo 864,229.76,23,si,2025-03-14
11227,Escaner Modelo 511,726.6,19,si,2025-04-10
11228,Memoria RAM Modelo 508,1506.11,34,si,2025-05-29
11229,Router Modelo 513,72.22,32,si,2025-07-19
11230,Tarjeta Madre Modelo 923,452.45,2,si,2025-03-24
11231,Memoria RAM Modelo 373,493.93,3,si,2025-03-22
11232,Hub USB Modelo 191,1779.36,33,si,2025-06-23
11233,Memoria RAM Modelo 719,1688.39,22,si,2025-04-26
11234,Case Modelo 230,1718.48,12,si,2025-02-23
11235,Memoria RAM Modelo 118,448.8,7,si,2025-02-25
11236,Escaner Modelo 980,744.74,41,si,2025-05-12
11237,Case Modelo 719,1618.7,40,si,2025-04-04
11238,Parlantes Modelo 695,1730.7,49,si,2025-03-17
11239,SSD Externo Modelo 640,1052.58,27,si,2025-02-02
11240,Microfono Modelo 251,1960.17,24,si,2025-02-12
11241,Teclado Modelo 446,139.32,10,si,2025-05-09
11242,Cable HDMI Modelo 886,1062.15,14,si,2025-07-19
11243,SSD Externo Modelo 172,490.37,45,si,2025-07-05
11244,Camara IP Modelo 155,676.01,15,si,2025-06-27
11245,Mouse Modelo 615,1229.14,1,si,2025-03-19
11246,Teclado Modelo 287,29.59,47,si,2025-03-06
11247,Smartphone Modelo 598,1558.18,29,si,2025-07-16
11248,Smartwatch Modelo 561,701.3,47,si,2025-06-01
11249,Tarjeta de Video Modelo 806,417.08,48,si,2025-03-28
11250,Router Modelo 192,1738.35,22,si,2025-02-26
11251,Consola de Juegos Modelo 644,1557.24,11,si,2025-01-26
11252,Webcam Modelo 211,1449.46,17,si,2025-03-01
11253,Router Modelo 382,108.74,1,si,2025-05-22
11254,Webcam Modelo 707,677.81,35,si,2025-06-25
11255,Monitor Modelo 689,1140.34,49,si,2025-05-05
11256,Joystick Modelo 480,364.86,46,si,2025-06-17
11257,Tarjeta Madre Modelo 116,1560.22,50,si,2025-03-05
11258,Smartphone Modelo 851,175.0,7,si,2025-06-29
11259,Microfono Modelo 747,480.63,38,si,2025-06-25
11260,Smartwatch Modelo 426,1191.24,14,si,2025-03-24
11261,Tablet Modelo 943,574.34,8,si,2025-02-13
11262,Camara IP Modelo 608,1779.16,44,si,2025-04-15
11263,Cooler Modelo 967,1611.26,41,si,2025-07-13
11264,Impresora Modelo 190,269.09,30,si,2025-04-30
11265,SSD Externo Modelo 880,672.3,30,si,2025-02-03
11266,Parlantes Modelo 921,1409.29,22,si,2025-06-07
11267,Router Modelo 653,311.63,36,si,2025-05-02
11268,Smartphone Modelo 462,1728.5,11,si,2025-04-19
11269,Tarjeta de Video Modelo 579,418.23,32,si,2025-05-26
11270,Auriculares Modelo 863,981.7,23,si,2025-03-10
11271,Router Modelo 140,1369.36,31,si,2025-07-05
11272,Parlantes Modelo 648,1056.36,26,si,2025-03-31
11273,Teclado Modelo 415,1323.61,40,si,2025-04-11
11274,Escaner Modelo 972,1579.44,2,si,2025-01-28
11275,Parlantes Modelo 849,1495.79,39,si,2025-04-28
11276,Fuente de Poder Modelo 489,1011.17,26,si,2025-02-12
11277,Cooler Modelo 849,537.31,33,si,2025-07-22
11278,Microfono Modelo 110,1374.03,27,si,2025-01-27
11279,Auriculares Modelo 710,1019.12,10,si,2025-05-21
11280,Hub USB Modelo 365,990.44,44,si,2025-07-17
11281,Cable HDMI Modelo 304,1980.06,4,si,2025-03-24
11282,Cooler Modelo 276,924.75,12,si,2025-05-26
11283,Router Modelo 750,739.4,3,si,2025-05-31
11284,Case Modelo 140,195.69,10,si,2025-03-24
11285,Procesador Modelo 755,213.63,36,si,2025-02-08
11286,Joystick Modelo 132,1797.0,6,si,2025-03-29
11287,Disco Duro Modelo 103,588.67,49,si,2025-04-12
11288,Proyector Modelo 611,1340.63,22,si,2025-05-26
11289,Case Modelo 289,380.62,35,si,2025-04-25
11290,Camara IP Modelo 535,1566.32,4,si,2025-07-11
11291,Webcam Modelo 540,1334.45,21,si,2025-05-29
11292,SSD Externo Modelo 921,359.2,41,si,2025-03-16
11293,Procesador Modelo 251,200.94,24,si,2025-06-22
11294,Case Modelo 281,25.29,23,si,2025-04-23
11295,Impresora Modelo 328,1794.27,13,si,2025-05-24
11296,Smartphone Modelo 715,954.03,45,si,2025-06-14
11297,Cooler Modelo 445,1745.33,31,si,2025-06-09
11298,Adaptador Bluetooth Modelo 295,270.37,10,si,2025-05-19
11299,Auriculares Modelo 929,1844.96,21,si,2025-06-17
11300,Auriculares Modelo 270,1833.64,35,si,2025-02-26
11301,Case Modelo 340,892.44,22,si,2025-06-06
11302,Impresora Modelo 605,892.36,28,si,2025-05-08
11303,Consola de Juegos Modelo 187,408.68,5,si,2025-03-10
11304,Microfono Modelo 296,1624.88,41,si,2025-04-30
11305,Tablet Modelo 217,18.54,26,si,2025-01-27
11306,Tarjeta Madre Modelo 604,672.65,19,si,2025-07-07
11307,Tarjeta de Video Modelo 787,1290.73,3,si,2025-04-11
11308,SSD Externo Modelo 672,25.93,15,si,2025-06-03
11309,Adaptador Bluetooth Modelo 485,1090.81,28,si,2025-04-22
11310,Auriculares Modelo 212,507.36,24,si,2025-05-31
11311,Disco Duro Modelo 453,1641.37,30,si,2025-03-06
11312,Impresora Modelo 435,1458.27,31,si,2025-06-08
11313,Smartwatch Modelo 727,475.41,31,si,2025-02-16
11314,Impresora Modelo 572,1836.87,7,si,2025-06-09
11315,Impresora Modelo 412,1787.11,17,si,2025-03-14
11316,Consola de Juegos Modelo 620,651.47,35,si,2025-06-01
11317,Camara IP Modelo 573,705.65,21,si,2025-03-03
11318,Parlantes Modelo 660,1450.57,28,si,2025-04-15
11319,Smartwatch Modelo 631,1331.04,11,si,2025-06-19
11320,Impresora Modelo 149,1095.0,14,si,2025-03-27
11321,SSD Externo Modelo 206,1783.95,23,si,2025-02-14
11322,Impresora Modelo 248,1096.4,35,si,2025-04-24
11323,Tablet Modelo 674,147.96,12,si,2025-04-07
11324,Auriculares Modelo 981,60.39,11,si,2025-05-20
11325,Hub USB Modelo 525,306.14,14,si,2025-07-01
11326,Tarjeta de Video Modelo 752,510.09,27,si,2025-02-10
11327,Parlantes Modelo 749,686.41,0,no,2025-04-03
11328,Hub USB Modelo 712,1271.63,22,si,2025-07-04
11329,Memoria RAM Modelo 667,1752.71,5,si,2025-01-26
11330,Disco Duro Modelo 524,948.67,44,si,2025-05-13
11331,Cooler Modelo 275,1075.54,0,no,2025-06-26
11332,Proyector Modelo 441,1546.94,47,si,2025-02-24
11333,Parlantes Modelo 142,1730.13,42,si,2025-06-09
11334,Teclado Modelo 971,1676.44,47,si,2025-04-19
11335,Cooler Modelo 826,1252.06,28,si,2025-06-01
11336,Parlantes Modelo 173,1520.58,21,si,2025-05-14
11337,Tablet Modelo 260,859.19,35,si,2025-07-08
11338,Parlantes Modelo 787,819.86,21,si,2025-06-20
11339,Impresora Modelo 168,1283.02,23,si,2025-04-09
11340,Joystick Modelo 480,199.13,26,si,2025-04-24
11341,Cable HDMI Modelo 539,1511.95,2,si,2025-01-27
11342,Joystick Modelo 397,372.72,17,si,2025-01-31
11343,SSD Externo Modelo 656,124.92,46,si,2025-07-18
11344,Auriculares Modelo 858,337.66,40,si,2025-04-21
11345,Monitor Modelo 239,1547.58,17,si,2025-05-15
11346,Smartphone Modelo 893,272.08,50,si,2025-03-31
11347,Adaptador Bluetooth Modelo 784,827.13,39,si,2025-02-18
11348,Teclado Modelo 533,1249.6,19,si,2025-03-29
11349,Memoria RAM Modelo 653,1880.72,43,si,2025-02-02
11350,Smartwatch Modelo 908,340.18,20,si,2025-07-18
11351,Tarjeta Madre Modelo 716,1615.74,45,si,2025-03-23
11352,Consola de Juegos Modelo 433,1501.84,34,si,2025-05-20
11353,Smartphone Modelo 947,333.03,27,si,2025-06-09
11354,Auriculares Modelo 599,388.35,15,si,2025-05-28
11355,Tarjeta de Video Modelo 938,191.05,33,si,2025-02-15
11356,Monitor Modelo 910,1549.55,19,si,2025-07-04
